"Year","Intercept.yr","logarea.yr","Group","Intercept","logarea","crowd1","crowd2","crowd3","alpha"
"34",0.38920847151823,0.186971282201329,0.0330660558361921,-1.92265191279363,1.08496297010046,-0.0177975005877873,-0.000402442411373575,0.00165881954207152,0.006
"35",1.1625375938599,0.0474998898703366,0.147371005205157,NA,NA,NA,NA,NA,0.012
"36",-0.246931684680992,0.441556723378547,-0.180669519951376,NA,NA,NA,NA,NA,0.007
"37",-0.298264995143902,0.246956814147828,NA,NA,NA,NA,NA,NA,NA
"38",-0.345131563273078,0.23115930033169,NA,NA,NA,NA,NA,NA,NA
"39",-1.02241471395128,0.0565356219748842,NA,NA,NA,NA,NA,NA,NA
"40",0.716873713748184,-0.03233151815708,NA,NA,NA,NA,NA,NA,NA
"41",0.124815527094584,-0.137897939403311,NA,NA,NA,NA,NA,NA,NA
"42",0.547252491984185,-0.0269920451055627,NA,NA,NA,NA,NA,NA,NA
"43",0.224368626376942,-0.28890125555007,NA,NA,NA,NA,NA,NA,NA
"44",-0.779432892793041,0.165576424164697,NA,NA,NA,NA,NA,NA,NA
"45",-0.282076501012608,0.0776501675957249,NA,NA,NA,NA,NA,NA,NA
"46",-0.803056578847249,-0.0271977002789744,NA,NA,NA,NA,NA,NA,NA
"47",0.273948850077168,0.109966738895028,NA,NA,NA,NA,NA,NA,NA
"48",-0.644148033586505,0.201194933451045,NA,NA,NA,NA,NA,NA,NA
"49",0.544281393146992,0.198217279809338,NA,NA,NA,NA,NA,NA,NA
"50",0.923352543632332,0.157282783029907,NA,NA,NA,NA,NA,NA,NA
"51",-0.21338245017843,-0.0787214515463514,NA,NA,NA,NA,NA,NA,NA
"52",0.34484647222607,-0.0968568277549312,NA,NA,NA,NA,NA,NA,NA
"53",0.237608715712989,0.017830615556132,NA,NA,NA,NA,NA,NA,NA
"54",-0.258889072338726,0.0204461527502964,NA,NA,NA,NA,NA,NA,NA
"55",-0.839325275371579,-0.129740918446726,NA,NA,NA,NA,NA,NA,NA
"56",0.276237847494338,-0.172739859668115,NA,NA,NA,NA,NA,NA,NA
"57",-0.144849942307306,-0.0498285544403896,NA,NA,NA,NA,NA,NA,NA
"58",-0.398811748973408,-0.0751517297625803,NA,NA,NA,NA,NA,NA,NA
"59",-0.688643178683059,-0.0803047798404954,NA,NA,NA,NA,NA,NA,NA
"60",0.155621500376453,0.083594550721342,NA,NA,NA,NA,NA,NA,NA
"61",-0.0822343673809779,0.0769094874168655,NA,NA,NA,NA,NA,NA,NA
"62",-0.783558000762138,-0.319546408406656,NA,NA,NA,NA,NA,NA,NA
"63",1.29104008491664,-0.126821501119424,NA,NA,NA,NA,NA,NA,NA
"64",1.10630975778428,0.0325268370227254,NA,NA,NA,NA,NA,NA,NA
"65",-0.461632267699604,-0.295587372660583,NA,NA,NA,NA,NA,NA,NA
"66",0.71279872115578,-0.484897063172555,NA,NA,NA,NA,NA,NA,NA
"67",-0.562538498727568,-0.130663158518144,NA,NA,NA,NA,NA,NA,NA
